Cluster = 0
Genus: blennosperma 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: fouquieria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stenandrium 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: pleuraphis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cordylanthus 	 NumberInCluster: 4 	 PercentageInCluster: 0.090909
Genus: cocculus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hygrophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: berlandiera 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: palafoxia 	 NumberInCluster: 8 	 PercentageInCluster: 0.444444
Genus: turbina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ephedra 	 NumberInCluster: 8 	 PercentageInCluster: 0.444444
Genus: encelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: heteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ammoselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: salvia 	 NumberInCluster: 22 	 PercentageInCluster: 0.258824
Genus: tripsacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: oxalis 	 NumberInCluster: 10 	 PercentageInCluster: 0.256410
Genus: scaevola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: isoetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: hyacinthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: menodora 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: cerastium 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: arbutus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: citrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: corydalis 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: pteryxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: cryptocoryne 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: oxyrhynchus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sabal 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: toxicodendron 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: potentilla 	 NumberInCluster: 5 	 PercentageInCluster: 0.037313
Genus: draba 	 NumberInCluster: 6 	 PercentageInCluster: 0.040268
Genus: lycurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: parietaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: nama 	 NumberInCluster: 9 	 PercentageInCluster: 0.321429
Genus: heimia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schizachyrium 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: mecardonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: guaiacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: heterotheca 	 NumberInCluster: 5 	 PercentageInCluster: 0.104167
Genus: cologania 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: zephyranthes 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: triodanis 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: flourensia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: heterosperma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 8 	 PercentageInCluster: 0.275862
Genus: pithecellobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: citrullus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: margaranthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: flaveria 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: chamaecrista 	 NumberInCluster: 9 	 PercentageInCluster: 0.257143
Genus: campanula 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: evolvulus 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: allolepis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cyperus 	 NumberInCluster: 20 	 PercentageInCluster: 0.137931
Genus: arenaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.066667
Genus: heteranthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: leptosiphon 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: ribes 	 NumberInCluster: 3 	 PercentageInCluster: 0.031250
Genus: cienfuegosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sanvitalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: zapoteca 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: panicum 	 NumberInCluster: 16 	 PercentageInCluster: 0.195122
Genus: tecoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: festuca 	 NumberInCluster: 2 	 PercentageInCluster: 0.032258
Genus: astragalus 	 NumberInCluster: 66 	 PercentageInCluster: 0.107317
Genus: sageretia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: cheilanthes 	 NumberInCluster: 11 	 PercentageInCluster: 0.333333
Genus: sorbus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: euphorbia 	 NumberInCluster: 16 	 PercentageInCluster: 0.181818
Genus: saxifraga 	 NumberInCluster: 1 	 PercentageInCluster: 0.008929
Genus: escobaria 	 NumberInCluster: 22 	 PercentageInCluster: 0.666667
Genus: paspalidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: spiranthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: cordia 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: townsendia 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: pyrrhopappus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: fraxinus 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: sphaeralcea 	 NumberInCluster: 19 	 PercentageInCluster: 0.404255
Genus: eucnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cuscuta 	 NumberInCluster: 16 	 PercentageInCluster: 0.213333
Genus: marina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malvaviscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: monnina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castela 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tetraneuris 	 NumberInCluster: 8 	 PercentageInCluster: 0.380952
Genus: hechtia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: amsonia 	 NumberInCluster: 9 	 PercentageInCluster: 0.346154
Genus: hymenocallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: kallstroemia 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: polygala 	 NumberInCluster: 22 	 PercentageInCluster: 0.275000
Genus: pentzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: halimolobos 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: digitaria 	 NumberInCluster: 9 	 PercentageInCluster: 0.250000
Genus: lesquerella 	 NumberInCluster: 25 	 PercentageInCluster: 0.247525
Genus: ipomoea 	 NumberInCluster: 22 	 PercentageInCluster: 0.323529
Genus: ayenia 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: scleria 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: billieturnera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cuphea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: psacalium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nierembergia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: sideritis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cyphomeris 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: malvastrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: stylosanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: elymus 	 NumberInCluster: 2 	 PercentageInCluster: 0.030303
Genus: silene 	 NumberInCluster: 10 	 PercentageInCluster: 0.067114
Genus: richardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: schiedeella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: justicia 	 NumberInCluster: 6 	 PercentageInCluster: 0.222222
Genus: aloysia 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: fleischmannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: streptanthus 	 NumberInCluster: 7 	 PercentageInCluster: 0.111111
Genus: adiantum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: bouvardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: viguiera 	 NumberInCluster: 8 	 PercentageInCluster: 0.666667
Genus: cuminum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psathyrotopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ageratum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sphenopholis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: echeveria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schoenocrambe 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: stylocline 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: blutaparon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bowlesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thymophylla 	 NumberInCluster: 14 	 PercentageInCluster: 0.736842
Genus: bebbia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: forestiera 	 NumberInCluster: 5 	 PercentageInCluster: 0.357143
Genus: urvillea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: suaeda 	 NumberInCluster: 6 	 PercentageInCluster: 0.352941
Genus: juncus 	 NumberInCluster: 3 	 PercentageInCluster: 0.017647
Genus: crepis 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: mitracarpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: sesuvium 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: chaptalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: ludwigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: herissantia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phanerophlebia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: aureolaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: hymenopappus 	 NumberInCluster: 8 	 PercentageInCluster: 0.275862
Genus: conopholis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: juglans 	 NumberInCluster: 5 	 PercentageInCluster: 0.357143
Genus: tripogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: alocasia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: rostraria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hedypnois 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cenchrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: emex 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: prosopis 	 NumberInCluster: 6 	 PercentageInCluster: 0.461538
Genus: malacothrix 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: pennisetum 	 NumberInCluster: 5 	 PercentageInCluster: 0.294118
Genus: hesperaloe 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: eriochloa 	 NumberInCluster: 4 	 PercentageInCluster: 0.266667
Genus: chromolaena 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: corispermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: psilostrophe 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: plumbago 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: thelesperma 	 NumberInCluster: 6 	 PercentageInCluster: 0.375000
Genus: aspicarpa 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: dioscorea 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: cynanchum 	 NumberInCluster: 6 	 PercentageInCluster: 0.240000
Genus: tauschia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: dichondra 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: kosteletzkya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tagetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: leucaena 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: milla 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aesculus 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: blepharoneuron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: krigia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: astrolepis 	 NumberInCluster: 8 	 PercentageInCluster: 0.888889
Genus: rumex 	 NumberInCluster: 6 	 PercentageInCluster: 0.082192
Genus: bernardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: dryopetalon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: solanum 	 NumberInCluster: 21 	 PercentageInCluster: 0.194444
Genus: mimosa 	 NumberInCluster: 15 	 PercentageInCluster: 0.454545
Genus: hedeoma 	 NumberInCluster: 17 	 PercentageInCluster: 0.708333
Genus: glandularia 	 NumberInCluster: 9 	 PercentageInCluster: 0.409091
Genus: arceuthobium 	 NumberInCluster: 6 	 PercentageInCluster: 0.272727
Genus: spartina 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: oenothera 	 NumberInCluster: 18 	 PercentageInCluster: 0.180000
Genus: cymopterus 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: zoysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: corchorus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: frankenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: viburnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.031250
Genus: macrosiphonia 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: cercocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: xanthosoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: sclerocactus 	 NumberInCluster: 7 	 PercentageInCluster: 0.304348
Genus: esenbeckia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: verbesina 	 NumberInCluster: 6 	 PercentageInCluster: 0.285714
Genus: thelocactus 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: lygodesmia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: eustoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: acourtia 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: notholaena 	 NumberInCluster: 8 	 PercentageInCluster: 0.533333
Genus: oxytropis 	 NumberInCluster: 1 	 PercentageInCluster: 0.015152
Genus: baptisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.058824
Genus: coursetia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: barkleyanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hoffmannseggia 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: stachys 	 NumberInCluster: 3 	 PercentageInCluster: 0.071429
Genus: epixiphium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: selenicereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dasylirion 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: plantago 	 NumberInCluster: 2 	 PercentageInCluster: 0.042553
Genus: cucurbita 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: erodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: ibervillea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: limnosciadium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lactuca 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: pedicularis 	 NumberInCluster: 1 	 PercentageInCluster: 0.014286
Genus: setaria 	 NumberInCluster: 10 	 PercentageInCluster: 0.250000
Genus: teucrium 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: jatropha 	 NumberInCluster: 6 	 PercentageInCluster: 0.285714
Genus: helietta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heliotropium 	 NumberInCluster: 11 	 PercentageInCluster: 0.323529
Genus: glinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: vitex 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: phaulothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: morus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: larrea 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ericameria 	 NumberInCluster: 3 	 PercentageInCluster: 0.039474
Genus: orobanche 	 NumberInCluster: 3 	 PercentageInCluster: 0.096774
Genus: callirhoe 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: halenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hydrolea 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: wedelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: rhamnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: lycianthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: limosella 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: nicolletia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: fendlera 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: koanophyllon 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sporobolus 	 NumberInCluster: 8 	 PercentageInCluster: 0.190476
Genus: lasianthaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caesalpinia 	 NumberInCluster: 6 	 PercentageInCluster: 0.333333
Genus: maurandella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: peganum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: polemonium 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: ungnadia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: muhlenbergia 	 NumberInCluster: 29 	 PercentageInCluster: 0.414286
Genus: cressa 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pericome 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dryopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.020408
Genus: trichloris 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: aristida 	 NumberInCluster: 13 	 PercentageInCluster: 0.236364
Genus: physaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: cercis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: leibnitzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: adelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: galphimia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: schoenocaulon 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: posidonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chrysactinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tournefortia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: astrophytum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelypodiopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: carlowrightia 	 NumberInCluster: 7 	 PercentageInCluster: 0.875000
Genus: rubus 	 NumberInCluster: 6 	 PercentageInCluster: 0.023256
Genus: ipomopsis 	 NumberInCluster: 10 	 PercentageInCluster: 0.192308
Genus: nolina 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: xanthisma 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: atriplex 	 NumberInCluster: 17 	 PercentageInCluster: 0.145299
Genus: fumaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: chloracantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinocereus 	 NumberInCluster: 34 	 PercentageInCluster: 0.596491
Genus: centaurea 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: marsilea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: ficus 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: hibiscus 	 NumberInCluster: 7 	 PercentageInCluster: 0.140000
Genus: polanisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: phacelia 	 NumberInCluster: 21 	 PercentageInCluster: 0.093333
Genus: ferocactus 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: pseudoclappia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: chenopodium 	 NumberInCluster: 6 	 PercentageInCluster: 0.083333
Genus: sartwellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: blepharidachne 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tetragonotheca 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: physalis 	 NumberInCluster: 11 	 PercentageInCluster: 0.215686
Genus: passiflora 	 NumberInCluster: 6 	 PercentageInCluster: 0.130435
Genus: rosa 	 NumberInCluster: 5 	 PercentageInCluster: 0.059524
Genus: urtica 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: rhodiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: samolus 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: elytraria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: funastrum 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: serjania 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: tiquilia 	 NumberInCluster: 6 	 PercentageInCluster: 0.545455
Genus: elionurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: triphasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amorpha 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: hymenoclea 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: brassica 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: trichostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: wolffiella 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: hedyotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: prunus 	 NumberInCluster: 8 	 PercentageInCluster: 0.091954
Genus: manihot 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: aloe 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: brickelliastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heuchera 	 NumberInCluster: 8 	 PercentageInCluster: 0.108108
Genus: selaginella 	 NumberInCluster: 9 	 PercentageInCluster: 0.150000
Genus: cardamine 	 NumberInCluster: 3 	 PercentageInCluster: 0.043478
Genus: rhynchosida 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: monarda 	 NumberInCluster: 12 	 PercentageInCluster: 0.324324
Genus: descurainia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: chamaesaracha 	 NumberInCluster: 6 	 PercentageInCluster: 0.857143
Genus: linum 	 NumberInCluster: 12 	 PercentageInCluster: 0.226415
Genus: pilostyles 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pereskia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: koelreuteria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: simsia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: nemastylis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: duranta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: flyriella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: brickellia 	 NumberInCluster: 25 	 PercentageInCluster: 0.423729
Genus: zanthoxylum 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: houstonia 	 NumberInCluster: 10 	 PercentageInCluster: 0.434783
Genus: gamochaeta 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: agastache 	 NumberInCluster: 14 	 PercentageInCluster: 0.538462
Genus: meximalva 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: poa 	 NumberInCluster: 4 	 PercentageInCluster: 0.038462
Genus: sibara 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: potamogeton 	 NumberInCluster: 1 	 PercentageInCluster: 0.017544
Genus: aquilegia 	 NumberInCluster: 6 	 PercentageInCluster: 0.150000
Genus: amaranthus 	 NumberInCluster: 12 	 PercentageInCluster: 0.235294
Genus: carex 	 NumberInCluster: 10 	 PercentageInCluster: 0.014409
Genus: anisacanthus 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: yeatesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tamaulipa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: portulaca 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: leavenworthia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: phyla 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: selinocarpus 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: gomphrena 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: nomaphila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidospartum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: argemone 	 NumberInCluster: 8 	 PercentageInCluster: 0.258065
Genus: eleocharis 	 NumberInCluster: 9 	 PercentageInCluster: 0.103448
Genus: nerisyrenia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: packera 	 NumberInCluster: 12 	 PercentageInCluster: 0.176471
Genus: krameria 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: phlox 	 NumberInCluster: 15 	 PercentageInCluster: 0.098684
Genus: lonicera 	 NumberInCluster: 1 	 PercentageInCluster: 0.019231
Genus: agdestis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhus 	 NumberInCluster: 7 	 PercentageInCluster: 0.233333
Genus: capparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
