Cluster = 0
Cluster = 1
Genus: oxytropis 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: nemacladus 	 NumberInCluster: 6 	 PercentageInCluster: 0.315789
Genus: dudleya 	 NumberInCluster: 2 	 PercentageInCluster: 0.040000
Genus: ferocactus 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: chenopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: amphipappus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: physalis 	 NumberInCluster: 5 	 PercentageInCluster: 0.098039
Genus: scabrethia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: shepherdia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: samolus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: funastrum 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: tiquilia 	 NumberInCluster: 6 	 PercentageInCluster: 0.545455
Genus: minuartia 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: brassica 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: prunus 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: heuchera 	 NumberInCluster: 1 	 PercentageInCluster: 0.013514
Genus: selaginella 	 NumberInCluster: 2 	 PercentageInCluster: 0.033333
Genus: descurainia 	 NumberInCluster: 5 	 PercentageInCluster: 0.192308
Genus: linum 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: tonestus 	 NumberInCluster: 5 	 PercentageInCluster: 0.454545
Genus: brickellia 	 NumberInCluster: 5 	 PercentageInCluster: 0.084746
Genus: mohavea 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: epilobium 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: fimbristylis 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: parietaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: carex 	 NumberInCluster: 3 	 PercentageInCluster: 0.004323
Genus: portulaca 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: achyronychia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: selinocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: zuckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: argemone 	 NumberInCluster: 4 	 PercentageInCluster: 0.129032
Genus: eleocharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: packera 	 NumberInCluster: 3 	 PercentageInCluster: 0.044118
Genus: krameria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: phlox 	 NumberInCluster: 12 	 PercentageInCluster: 0.078947
Genus: lonicera 	 NumberInCluster: 1 	 PercentageInCluster: 0.019231
Genus: rhus 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: tetradymia 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: sophora 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: schismus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: hackelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: amaranthus 	 NumberInCluster: 4 	 PercentageInCluster: 0.078431
Genus: dithyrea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: aliciella 	 NumberInCluster: 8 	 PercentageInCluster: 0.363636
Genus: mirabilis 	 NumberInCluster: 9 	 PercentageInCluster: 0.243243
Genus: synthyris 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: perideridia 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: arabis 	 NumberInCluster: 11 	 PercentageInCluster: 0.075342
Genus: galium 	 NumberInCluster: 14 	 PercentageInCluster: 0.088050
Genus: adenophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: imperata 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: geraea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eremocrinum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oligomeris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dichelostemma 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: echinocactus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: asclepias 	 NumberInCluster: 7 	 PercentageInCluster: 0.076923
Genus: helianthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.037037
Genus: viola 	 NumberInCluster: 4 	 PercentageInCluster: 0.022222
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: yucca 	 NumberInCluster: 9 	 PercentageInCluster: 0.200000
Genus: pectocarya 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: eriastrum 	 NumberInCluster: 3 	 PercentageInCluster: 0.130435
Genus: mollugo 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: gutierrezia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: logfia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: washingtonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: solanum 	 NumberInCluster: 1 	 PercentageInCluster: 0.009259
Genus: gilia 	 NumberInCluster: 6 	 PercentageInCluster: 0.082192
Genus: stenotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: bouteloua 	 NumberInCluster: 5 	 PercentageInCluster: 0.151515
Genus: bromus 	 NumberInCluster: 4 	 PercentageInCluster: 0.058824
Genus: psilostrophe 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: celtis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: chilopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: emmenanthe 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: lessingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: allium 	 NumberInCluster: 6 	 PercentageInCluster: 0.040541
Genus: ceanothus 	 NumberInCluster: 4 	 PercentageInCluster: 0.047059
Genus: hesperodoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: hymenoclea 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: hymenothrix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: buddleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: rosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.011905
Genus: lepidospartum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: vitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: boerhavia 	 NumberInCluster: 3 	 PercentageInCluster: 0.157895
Genus: opuntia 	 NumberInCluster: 9 	 PercentageInCluster: 0.120000
Genus: tamarix 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: psorothamnus 	 NumberInCluster: 11 	 PercentageInCluster: 0.578947
Genus: ranunculus 	 NumberInCluster: 2 	 PercentageInCluster: 0.014184
Genus: monardella 	 NumberInCluster: 5 	 PercentageInCluster: 0.086207
Genus: pyrrocoma 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: lathyrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.013158
Genus: eschscholzia 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: alyssum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: melica 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: iberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: heterotheca 	 NumberInCluster: 3 	 PercentageInCluster: 0.062500
Genus: malus 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: caulanthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: salix 	 NumberInCluster: 1 	 PercentageInCluster: 0.005952
Genus: abronia 	 NumberInCluster: 3 	 PercentageInCluster: 0.103448
Genus: pholistoma 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: chionodoxa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isocoma 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: cistanthe 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: lycium 	 NumberInCluster: 7 	 PercentageInCluster: 0.194444
Genus: keckiella 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: phemeranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: eucrypta 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: smelowskia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: parthenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: petradoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: baileya 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: glyptopleura 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nicotiana 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: camissonia 	 NumberInCluster: 23 	 PercentageInCluster: 0.232323
Genus: loeseliastrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: agave 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: glaucocarpum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castilleja 	 NumberInCluster: 9 	 PercentageInCluster: 0.055901
Genus: ionactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sarcocornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ambrosia 	 NumberInCluster: 2 	 PercentageInCluster: 0.066667
Genus: oxytheca 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: mortonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dodecatheon 	 NumberInCluster: 5 	 PercentageInCluster: 0.131579
Genus: erigeron 	 NumberInCluster: 20 	 PercentageInCluster: 0.075758
Genus: stroganowia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cylindropuntia 	 NumberInCluster: 9 	 PercentageInCluster: 0.230769
Genus: cotula 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: moluccella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chrysothamnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: artemisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.019802
Genus: layia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: stillingia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: croton 	 NumberInCluster: 3 	 PercentageInCluster: 0.047619
Genus: acamptopappus 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: thelypodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.142857
Genus: mammillaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: trifolium 	 NumberInCluster: 7 	 PercentageInCluster: 0.046980
Genus: arctomecon 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: echinomastus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: chlorocrambe 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acer 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: heliomeris 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: acacia 	 NumberInCluster: 2 	 PercentageInCluster: 0.037736
Genus: angelica 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: johanneshowellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psathyrotes 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: garrya 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: lupinus 	 NumberInCluster: 22 	 PercentageInCluster: 0.064327
Genus: vanclevea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: simmondsia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.027778
Genus: wislizenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: porophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: potentilla 	 NumberInCluster: 6 	 PercentageInCluster: 0.044776
Genus: stephanomeria 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: eurybia 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Cluster = 9
Genus: hymenophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: lespedeza 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: pluchea 	 NumberInCluster: 5 	 PercentageInCluster: 0.357143
Genus: schoenolirion 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: vernonia 	 NumberInCluster: 9 	 PercentageInCluster: 0.243243
Genus: senna 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: sabatia 	 NumberInCluster: 11 	 PercentageInCluster: 0.500000
Genus: dalea 	 NumberInCluster: 6 	 PercentageInCluster: 0.067416
Genus: hypericum 	 NumberInCluster: 13 	 PercentageInCluster: 0.194030
Genus: rorippa 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: triadica 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ampelaster 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zinnia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: callisia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: hydrocotyle 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: onosmodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: tradescantia 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: urochloa 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: tridens 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: stylisma 	 NumberInCluster: 8 	 PercentageInCluster: 0.800000
Genus: isoetes 	 NumberInCluster: 10 	 PercentageInCluster: 0.188679
Genus: orbexilum 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: gleditsia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: piriqueta 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: narthecium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: penstemon 	 NumberInCluster: 5 	 PercentageInCluster: 0.012887
Genus: carya 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: dracopis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nymphaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: lygodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: gaylussacia 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: lantana 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: burmannia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: houttuynia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dicerandra 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: liparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: sapindus 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: anthaenantia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pteroglossaspis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bothriochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: scoparia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: oplismenus 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: baccharis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: magnolia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: erythrina 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: paederia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: leonotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crotalaria 	 NumberInCluster: 7 	 PercentageInCluster: 0.250000
Genus: coelorachis 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: lythrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: ruellia 	 NumberInCluster: 9 	 PercentageInCluster: 0.243243
Genus: trillium 	 NumberInCluster: 13 	 PercentageInCluster: 0.270833
Genus: chloris 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: cunninghamia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stenotaphrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: edgeworthia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hydrangea 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: drosera 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: zanthoxylum 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: houstonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: gaillardia 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: deutzia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: saccharum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: cudrania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fothergilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sedum 	 NumberInCluster: 3 	 PercentageInCluster: 0.041667
Genus: cornus 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: epidendrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: licania 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: franklinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eleusine 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: scutellaria 	 NumberInCluster: 9 	 PercentageInCluster: 0.118421
Genus: delphinium 	 NumberInCluster: 2 	 PercentageInCluster: 0.018868
Genus: ziziphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: quercus 	 NumberInCluster: 44 	 PercentageInCluster: 0.191304
Genus: alstroemeria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: veronica 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: eriogonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.002294
Genus: pyxidanthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: phaseolus 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: luziola 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: wahlenbergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bromus 	 NumberInCluster: 1 	 PercentageInCluster: 0.014706
Genus: macroptilium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: neptunia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: paspalum 	 NumberInCluster: 11 	 PercentageInCluster: 0.174603
Genus: gaura 	 NumberInCluster: 4 	 PercentageInCluster: 0.148148
Genus: leptochloa 	 NumberInCluster: 5 	 PercentageInCluster: 0.294118
Genus: uniola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chrozophora 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cyclospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pistia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tephrosia 	 NumberInCluster: 5 	 PercentageInCluster: 0.208333
Genus: nothoscordum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: zornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: carphephorus 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: boehmeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: populus 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: diodia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: gelsemium 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: cissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: medicago 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: parkinsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cirsium 	 NumberInCluster: 5 	 PercentageInCluster: 0.045045
Genus: chrysogonum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: arachniodes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: symphyotrichum 	 NumberInCluster: 13 	 PercentageInCluster: 0.088435
Genus: hymenocallis 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: lobelia 	 NumberInCluster: 9 	 PercentageInCluster: 0.120000
Genus: deparia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: spiraea 	 NumberInCluster: 4 	 PercentageInCluster: 0.121212
Genus: chamaesyce 	 NumberInCluster: 5 	 PercentageInCluster: 0.042017
Genus: cooperia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: eragrostis 	 NumberInCluster: 10 	 PercentageInCluster: 0.147059
Genus: borrichia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: anemone 	 NumberInCluster: 1 	 PercentageInCluster: 0.020833
Genus: vigna 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: ceratiola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: paronychia 	 NumberInCluster: 8 	 PercentageInCluster: 0.177778
Genus: lophiola 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: hymenoxys 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: elliottia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tragia 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: rhexia 	 NumberInCluster: 6 	 PercentageInCluster: 0.400000
Genus: warea 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: antigonon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crassula 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: nestronia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phalaris 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: crocosmia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: salpichroa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: galactia 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: bidens 	 NumberInCluster: 4 	 PercentageInCluster: 0.056338
Genus: brugmansia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mahonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: acalypha 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: spergularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: aletris 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: hylotelephium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: vitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: hudsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: juncus 	 NumberInCluster: 10 	 PercentageInCluster: 0.058824
Genus: vicia 	 NumberInCluster: 4 	 PercentageInCluster: 0.086957
Genus: heliopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cypselea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: liatris 	 NumberInCluster: 17 	 PercentageInCluster: 0.239437
Genus: lechea 	 NumberInCluster: 2 	 PercentageInCluster: 0.083333
Genus: murdannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: jamesianthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ligustrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: zoysia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: nuttallanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: zea 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: halesia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: digitaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.111111
Genus: camellia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: muhlenbergia 	 NumberInCluster: 2 	 PercentageInCluster: 0.028571
Genus: hygrophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: berlandiera 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: scirpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: minuartia 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: heteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: salvia 	 NumberInCluster: 4 	 PercentageInCluster: 0.047059
Genus: spiranthes 	 NumberInCluster: 5 	 PercentageInCluster: 0.138889
Genus: chelone 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: oxalis 	 NumberInCluster: 6 	 PercentageInCluster: 0.153846
Genus: apteria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pediomelum 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: hypoxis 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: corydalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: elephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: thalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: grammitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: sabal 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: ponthieva 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: vaccinium 	 NumberInCluster: 13 	 PercentageInCluster: 0.288889
Genus: stenanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pleea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mecardonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: yucca 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: nymphoides 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: zephyranthes 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: conyza 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: alysicarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: litsea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sida 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: ditrysinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gladiolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: mitreola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: chamaecrista 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: lilium 	 NumberInCluster: 5 	 PercentageInCluster: 0.113636
