Cluster = 0
Cluster = 1
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: ligusticum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: yermo 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rumex 	 NumberInCluster: 10 	 PercentageInCluster: 0.136986
Genus: achillea 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: arceuthobium 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: oenothera 	 NumberInCluster: 7 	 PercentageInCluster: 0.070000
Genus: stuckenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: cymopterus 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: cercocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: stellaria 	 NumberInCluster: 11 	 PercentageInCluster: 0.244444
Genus: musineon 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: oxytropis 	 NumberInCluster: 26 	 PercentageInCluster: 0.393939
Genus: parasenecio 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: alchemilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: chionophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: taraxacum 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: polystichum 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: plantago 	 NumberInCluster: 2 	 PercentageInCluster: 0.042553
Genus: chrysothamnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: lactuca 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: pedicularis 	 NumberInCluster: 21 	 PercentageInCluster: 0.300000
Genus: eritrichium 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: ericameria 	 NumberInCluster: 3 	 PercentageInCluster: 0.039474
Genus: sambucus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: arctagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: fragaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: menziesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: picea 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: polemonium 	 NumberInCluster: 7 	 PercentageInCluster: 0.189189
Genus: caragana 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: dryopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.020408
Genus: physaria 	 NumberInCluster: 19 	 PercentageInCluster: 0.452381
Genus: conimitella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriophorum 	 NumberInCluster: 8 	 PercentageInCluster: 0.235294
Genus: epipactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: papaver 	 NumberInCluster: 9 	 PercentageInCluster: 0.333333
Genus: thelypodiopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: streptopus 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: verbascum 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: rubus 	 NumberInCluster: 1 	 PercentageInCluster: 0.003876
Genus: ipomopsis 	 NumberInCluster: 14 	 PercentageInCluster: 0.269231
Genus: atriplex 	 NumberInCluster: 12 	 PercentageInCluster: 0.102564
Genus: fumaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: tilingia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: kalmia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chenopodium 	 NumberInCluster: 5 	 PercentageInCluster: 0.069444
Genus: hedera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: scabrethia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sagina 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: rhodiola 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: hippuris 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: listera 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: balsamorhiza 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: sarcobatus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: microseris 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: utricularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: heuchera 	 NumberInCluster: 5 	 PercentageInCluster: 0.067568
Genus: selaginella 	 NumberInCluster: 3 	 PercentageInCluster: 0.050000
Genus: cardamine 	 NumberInCluster: 6 	 PercentageInCluster: 0.086957
Genus: wyethia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: descurainia 	 NumberInCluster: 4 	 PercentageInCluster: 0.153846
Genus: linum 	 NumberInCluster: 1 	 PercentageInCluster: 0.018868
Genus: tonestus 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: betula 	 NumberInCluster: 2 	 PercentageInCluster: 0.041667
Genus: camassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: douglasia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: epilobium 	 NumberInCluster: 6 	 PercentageInCluster: 0.109091
Genus: gnaphalium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: potamogeton 	 NumberInCluster: 1 	 PercentageInCluster: 0.017544
Genus: aquilegia 	 NumberInCluster: 14 	 PercentageInCluster: 0.350000
Genus: amaranthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: oxyria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: carex 	 NumberInCluster: 68 	 PercentageInCluster: 0.097983
Genus: eleocharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: hesperostipa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: packera 	 NumberInCluster: 11 	 PercentageInCluster: 0.161765
Genus: trollius 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: phlox 	 NumberInCluster: 25 	 PercentageInCluster: 0.164474
Genus: lonicera 	 NumberInCluster: 3 	 PercentageInCluster: 0.057692
Genus: solidago 	 NumberInCluster: 3 	 PercentageInCluster: 0.020833
Genus: telesonix 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: abies 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: hackelia 	 NumberInCluster: 5 	 PercentageInCluster: 0.119048
Genus: arnica 	 NumberInCluster: 22 	 PercentageInCluster: 0.488889
Genus: dryas 	 NumberInCluster: 11 	 PercentageInCluster: 0.550000
Genus: aliciella 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: valeriana 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: mirabilis 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: veronica 	 NumberInCluster: 5 	 PercentageInCluster: 0.113636
Genus: synthyris 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: perideridia 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: arabis 	 NumberInCluster: 27 	 PercentageInCluster: 0.184932
Genus: thalictrum 	 NumberInCluster: 9 	 PercentageInCluster: 0.300000
Genus: zigadenus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: pteridium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: woodsia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: besseya 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: lathyrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.013158
Genus: helianthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.024691
Genus: viola 	 NumberInCluster: 12 	 PercentageInCluster: 0.066667
Genus: erysimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: lagotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: rudbeckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: romanzoffia 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: physocarpus 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: leptarrhena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelesperma 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: nuphar 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: parnassia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: gilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013699
Genus: bromus 	 NumberInCluster: 4 	 PercentageInCluster: 0.058824
Genus: dichanthelium 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: bupleurum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: gymnosteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: allium 	 NumberInCluster: 8 	 PercentageInCluster: 0.054054
Genus: orthocarpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: ceanothus 	 NumberInCluster: 2 	 PercentageInCluster: 0.023529
Genus: nemophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: eutrema 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: prunus 	 NumberInCluster: 2 	 PercentageInCluster: 0.022989
Genus: rosa 	 NumberInCluster: 4 	 PercentageInCluster: 0.047619
Genus: braya 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: euphrasia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: crataegus 	 NumberInCluster: 1 	 PercentageInCluster: 0.005128
Genus: tetradymia 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: petasites 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: thermopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: noccaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: ranunculus 	 NumberInCluster: 34 	 PercentageInCluster: 0.241135
Genus: pyrrocoma 	 NumberInCluster: 9 	 PercentageInCluster: 0.272727
Genus: nothocalais 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: arctostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 0.008547
Genus: erythronium 	 NumberInCluster: 2 	 PercentageInCluster: 0.058824
Genus: alyssum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: helianthella 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: swertia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melica 	 NumberInCluster: 6 	 PercentageInCluster: 0.214286
Genus: heterotheca 	 NumberInCluster: 3 	 PercentageInCluster: 0.062500
Genus: elatine 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: nicotiana 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: maianthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: salix 	 NumberInCluster: 29 	 PercentageInCluster: 0.172619
Genus: abronia 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: catabrosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: hornungia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eremopyrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: clematis 	 NumberInCluster: 6 	 PercentageInCluster: 0.113208
Genus: cypripedium 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: poa 	 NumberInCluster: 19 	 PercentageInCluster: 0.182692
Genus: trichophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: veratrum 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: gentiana 	 NumberInCluster: 5 	 PercentageInCluster: 0.128205
Genus: botrychium 	 NumberInCluster: 11 	 PercentageInCluster: 0.297297
Genus: parthenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: centaurium 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: iris 	 NumberInCluster: 2 	 PercentageInCluster: 0.030769
Genus: camissonia 	 NumberInCluster: 6 	 PercentageInCluster: 0.060606
Genus: shoshonea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: prunella 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: myosotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: lycopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: castilleja 	 NumberInCluster: 19 	 PercentageInCluster: 0.118012
Genus: lithospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: ambrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: phyllodoce 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: triantha 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: pinguicula 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: microsteris 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: erigeron 	 NumberInCluster: 35 	 PercentageInCluster: 0.132576
Genus: elymus 	 NumberInCluster: 8 	 PercentageInCluster: 0.121212
Genus: parrya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bassia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: artemisia 	 NumberInCluster: 30 	 PercentageInCluster: 0.297030
Genus: thelypodium 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: trifolium 	 NumberInCluster: 11 	 PercentageInCluster: 0.073826
Genus: euthamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: pseudotsuga 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: collomia 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: acer 	 NumberInCluster: 3 	 PercentageInCluster: 0.075000
Genus: angelica 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: gayophytum 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: thesium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: picris 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: suaeda 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: hordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: larix 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: platanthera 	 NumberInCluster: 8 	 PercentageInCluster: 0.140351
Genus: aster 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: trautvetteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pinus 	 NumberInCluster: 5 	 PercentageInCluster: 0.069444
Genus: oonopsis 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: aconitum 	 NumberInCluster: 6 	 PercentageInCluster: 0.333333
Genus: stephanomeria 	 NumberInCluster: 4 	 PercentageInCluster: 0.148148
Genus: luzula 	 NumberInCluster: 9 	 PercentageInCluster: 0.204545
Genus: eurybia 	 NumberInCluster: 4 	 PercentageInCluster: 0.142857
Cluster = 10
Genus: tumamoca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: balsamorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: senna 	 NumberInCluster: 16 	 PercentageInCluster: 0.313725
Genus: senecio 	 NumberInCluster: 35 	 PercentageInCluster: 0.406977
Genus: fagonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lenophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: callisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: brazoria 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: paliurus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pavonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: haplophyton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: manfreda 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: neptunia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cardiospermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: hexalectris 	 NumberInCluster: 5 	 PercentageInCluster: 0.714286
Genus: stachys 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: triteleia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: nephrolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: dicliptera 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dalea 	 NumberInCluster: 51 	 PercentageInCluster: 0.573034
Genus: reverchonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dimorphocarpa 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: argyrochosma 	 NumberInCluster: 7 	 PercentageInCluster: 0.875000
Genus: melampodium 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: rorippa 	 NumberInCluster: 4 	 PercentageInCluster: 0.093023
Genus: halogeton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: geranium 	 NumberInCluster: 9 	 PercentageInCluster: 0.160714
Genus: willkommia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hedysarum 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: fingerhuthia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: omphalodes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: trixis 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: lespedeza 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: peteria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: onosmodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: tradescantia 	 NumberInCluster: 16 	 PercentageInCluster: 0.380952
Genus: alhagi 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coryphantha 	 NumberInCluster: 12 	 PercentageInCluster: 1.000000
Genus: urochloa 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: pseudostellaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tridens 	 NumberInCluster: 7 	 PercentageInCluster: 0.500000
Genus: antheropeas 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: crusea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plateilema 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: dodecatheon 	 NumberInCluster: 6 	 PercentageInCluster: 0.157895
Genus: puccinellia 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: mancoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lepidium 	 NumberInCluster: 31 	 PercentageInCluster: 0.326316
Genus: centrostegia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: geum 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: haploesthes 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: hydrophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: momordica 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: androsace 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: penstemon 	 NumberInCluster: 148 	 PercentageInCluster: 0.381443
Genus: psilactis 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: lomatium 	 NumberInCluster: 16 	 PercentageInCluster: 0.141593
Genus: ostrya 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: cleomella 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: nymphaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: holacantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: carphochaete 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bahia 	 NumberInCluster: 7 	 PercentageInCluster: 0.875000
Genus: echeandia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: lantana 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: vernonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.135135
Genus: bursera 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: amblyolepis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: purshia 	 NumberInCluster: 6 	 PercentageInCluster: 0.857143
Genus: sphaeralcea 	 NumberInCluster: 35 	 PercentageInCluster: 0.744681
Genus: conioselinum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: allionia 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: sebastiania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bothriochloa 	 NumberInCluster: 6 	 PercentageInCluster: 0.352941
Genus: veratrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: tetradymia 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: phacelia 	 NumberInCluster: 71 	 PercentageInCluster: 0.315556
Genus: vaseyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: baccharis 	 NumberInCluster: 13 	 PercentageInCluster: 0.520000
Genus: proboscidea 	 NumberInCluster: 7 	 PercentageInCluster: 0.700000
Genus: erythrina 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: amyris 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: centranthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: setariopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crotalaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: scrophularia 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: sicyos 	 NumberInCluster: 5 	 PercentageInCluster: 0.250000
Genus: lythrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: ruellia 	 NumberInCluster: 15 	 PercentageInCluster: 0.405405
Genus: castalis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scleropogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schkuhria 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: perityle 	 NumberInCluster: 42 	 PercentageInCluster: 0.875000
Genus: echinocereus 	 NumberInCluster: 50 	 PercentageInCluster: 0.877193
Genus: maytenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: daucosma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amoreuxia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: fryxellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nyctaginia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: iresine 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: pleopeltis 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: thamnosma 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: matthiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: consolida 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: aletes 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: pomaria 	 NumberInCluster: 4 	 PercentageInCluster: 1.000000
Genus: houstonia 	 NumberInCluster: 10 	 PercentageInCluster: 0.434783
Genus: schoenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: gaillardia 	 NumberInCluster: 15 	 PercentageInCluster: 0.652174
Genus: gentianopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: tetraclea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nissolia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: sedum 	 NumberInCluster: 8 	 PercentageInCluster: 0.111111
Genus: kelloggia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mimulus 	 NumberInCluster: 11 	 PercentageInCluster: 0.097345
Genus: stevia 	 NumberInCluster: 10 	 PercentageInCluster: 1.000000
Genus: grusonia 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: trichostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: setaria 	 NumberInCluster: 14 	 PercentageInCluster: 0.350000
Genus: calochortus 	 NumberInCluster: 9 	 PercentageInCluster: 0.115385
Genus: scutellaria 	 NumberInCluster: 19 	 PercentageInCluster: 0.250000
Genus: delphinium 	 NumberInCluster: 16 	 PercentageInCluster: 0.150943
Genus: ziziphus 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: quercus 	 NumberInCluster: 49 	 PercentageInCluster: 0.213043
Genus: sphaeromeria 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: schismus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: roemeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ivesia 	 NumberInCluster: 10 	 PercentageInCluster: 0.232558
Genus: mentzelia 	 NumberInCluster: 41 	 PercentageInCluster: 0.465909
Genus: eysenhardtia 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: eriogonum 	 NumberInCluster: 139 	 PercentageInCluster: 0.318807
Genus: yabea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cryptantha 	 NumberInCluster: 65 	 PercentageInCluster: 0.464286
Genus: ariocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cevallia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corallorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: marina 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: aralia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: giliastrum 	 NumberInCluster: 5 	 PercentageInCluster: 1.000000
Genus: helietta 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myosurus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: macroptilium 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: lepidospartum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: egletes 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: paspalum 	 NumberInCluster: 6 	 PercentageInCluster: 0.095238
Genus: iliamna 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: gaura 	 NumberInCluster: 15 	 PercentageInCluster: 0.555556
Genus: machaeranthera 	 NumberInCluster: 25 	 PercentageInCluster: 0.510204
Genus: pseudocymopterus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: leptochloa 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: milla 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: talinopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coleogyne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: harpagonella 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
