Cluster = 0
Cluster = 1
Genus: senna 	 NumberInCluster: 6 	 PercentageInCluster: 0.117647
Genus: enterolobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cortaderia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crocus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: indigofera 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: artemisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: podocarpus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: tabernaemontana 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: madia 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: stillingia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: croton 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: kalanchoe 	 NumberInCluster: 7 	 PercentageInCluster: 0.636364
Genus: thelypodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.142857
Genus: cyperus 	 NumberInCluster: 8 	 PercentageInCluster: 0.055172
Genus: trifolium 	 NumberInCluster: 10 	 PercentageInCluster: 0.067114
Genus: phyllanthus 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: noronhia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: delairea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hymenachne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: consolea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: melinis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cnidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: prosthechea 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: morrenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chlorocrambe 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epipremnum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acer 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: cassia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: acacia 	 NumberInCluster: 5 	 PercentageInCluster: 0.094340
Genus: coreopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: angelica 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: cladoraphis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tillandsia 	 NumberInCluster: 13 	 PercentageInCluster: 0.541667
Genus: melochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: peltophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bigelowia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: stenaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: lupinus 	 NumberInCluster: 39 	 PercentageInCluster: 0.114035
Genus: dichanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: dyschoriste 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: hordeum 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: juncus 	 NumberInCluster: 8 	 PercentageInCluster: 0.047059
Genus: phoenix 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: seymeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: platanthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.017544
Genus: micranthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pinus 	 NumberInCluster: 5 	 PercentageInCluster: 0.069444
Genus: aristolochia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: matelea 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: abutilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: eryngium 	 NumberInCluster: 4 	 PercentageInCluster: 0.097561
Genus: ixora 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: marshallia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: stephanomeria 	 NumberInCluster: 5 	 PercentageInCluster: 0.185185
Genus: chamaedorea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sarracenia 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: beloglottis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: luzula 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: pedilanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: impatiens 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: phlox 	 NumberInCluster: 4 	 PercentageInCluster: 0.026316
Genus: ticanto 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: reynosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: carissa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Cluster = 8
Genus: ocimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: rajania 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hymenophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: pilosocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: callisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.375000
Genus: achyranthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: schinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: pavonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: stylogyne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: waltheria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: vernonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: senna 	 NumberInCluster: 10 	 PercentageInCluster: 0.196078
Genus: solenostemon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cardiospermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: piscidia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: chrysophyllum 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: nephrolepis 	 NumberInCluster: 7 	 PercentageInCluster: 0.500000
Genus: dicliptera 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: dalea 	 NumberInCluster: 2 	 PercentageInCluster: 0.022472
Genus: melampodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: rorippa 	 NumberInCluster: 1 	 PercentageInCluster: 0.023256
Genus: parkinsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: tribulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bastardia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: zinnia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: casuarina 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hyptis 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: schaefferia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: melicoccus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: psidium 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: urochloa 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: eleutherine 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hirtella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: microgramma 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: pharus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sclerocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: zephyranthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: cestrum 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: piriqueta 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: caladium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ceiba 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tridax 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: penstemon 	 NumberInCluster: 1 	 PercentageInCluster: 0.002577
Genus: nymphaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: hippomane 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: saxifraga 	 NumberInCluster: 1 	 PercentageInCluster: 0.008929
Genus: vanilla 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: murraya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polygala 	 NumberInCluster: 4 	 PercentageInCluster: 0.050000
Genus: lantana 	 NumberInCluster: 9 	 PercentageInCluster: 0.428571
Genus: bursera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: melinis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: liparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: malachra 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: bothriochloa 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: talinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: catopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: baccharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: erythrina 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: amyris 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: argythamnia 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: crotalaria 	 NumberInCluster: 5 	 PercentageInCluster: 0.178571
Genus: vitex 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: ruellia 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: acrocomia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: mesadenus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tetrazygia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: maytenus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: iresine 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: pleopeltis 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: trichostigma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pisonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: dieffenbachia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: launaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pereskia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: zanthoxylum 	 NumberInCluster: 6 	 PercentageInCluster: 0.300000
Genus: saccharum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: pachyrhizus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: neurolaena 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: epidendrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: pithecellobium 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ziziphus 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: phlebodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: bolbitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: rondeletia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: picramnia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cassine 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: egletes 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: avicennia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leptochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: scolosanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: canella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tephrosia 	 NumberInCluster: 2 	 PercentageInCluster: 0.083333
Genus: schoepfia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: ternstroemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: tecoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: consolea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: eragrostis 	 NumberInCluster: 2 	 PercentageInCluster: 0.029412
Genus: philodendron 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: diodia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: rauvolfia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: ouratea 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: pectis 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: petrea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cissus 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: calyptranthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: hura 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clitoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: blechnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cynoglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: antirhea 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: heliconia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: stachytarpheta 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: arachniodes 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: rhipsalis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hymenocallis 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: chione 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: priva 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: mammea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pitcairnia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: colubrina 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: randia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: chamaesyce 	 NumberInCluster: 6 	 PercentageInCluster: 0.050420
Genus: rivina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: albizia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: furcraea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: borrichia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: triumfetta 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: huperzia 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: vigna 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: pluchea 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: carica 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pseudognaphalium 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: thrinax 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: jacquinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: guettarda 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: flueggea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: salvia 	 NumberInCluster: 5 	 PercentageInCluster: 0.058824
Genus: antigonon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: halophila 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: anemopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hippobroma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oncidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: galactia 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: bidens 	 NumberInCluster: 1 	 PercentageInCluster: 0.014085
Genus: acalypha 	 NumberInCluster: 2 	 PercentageInCluster: 0.083333
Genus: olyra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: andira 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: piptocoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: centrosema 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: syngonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hylocereus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: coccothrinax 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: allamanda 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hoya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: vicia 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: cissampelos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clibadium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cypselea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bastardiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leucas 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: beilschmiedia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ocotea 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: faramea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: doyerea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stenandrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: spigelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: pueraria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: martynia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zingiber 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: licaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: christia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: turnera 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: anthurium 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: petrorhagia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: oxandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: oxalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.025641
Genus: gundlachia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: samyda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trema 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: coffea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: citrus 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: elephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: dodonaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cecropia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sabal 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anacardium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: meliosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: bixa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bunchosia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: schizachyrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: mecardonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: guaiacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: helicteres 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: conyza 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: sida 	 NumberInCluster: 11 	 PercentageInCluster: 0.379310
Genus: acnistus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nectandra 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: chamaecrista 	 NumberInCluster: 8 	 PercentageInCluster: 0.228571
Genus: chionanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: evolvulus 	 NumberInCluster: 8 	 PercentageInCluster: 0.533333
Genus: cyperus 	 NumberInCluster: 14 	 PercentageInCluster: 0.096552
Genus: buxus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: quisqualis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gibasis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cienfuegosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: prockia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: guzmania 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: zapoteca 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: panicum 	 NumberInCluster: 2 	 PercentageInCluster: 0.024390
Genus: tithonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pachira 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: urena 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: euphorbia 	 NumberInCluster: 4 	 PercentageInCluster: 0.045455
Genus: asystasia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: petitia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phoradendron 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: spiranthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: cordia 	 NumberInCluster: 9 	 PercentageInCluster: 0.391304
Genus: rhabdadenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cuscuta 	 NumberInCluster: 4 	 PercentageInCluster: 0.053333
Genus: malvaviscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: castela 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malpighia 	 NumberInCluster: 6 	 PercentageInCluster: 0.750000
Genus: calotropis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: canna 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: terminalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: trichomanes 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: lindernia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: spathoglottis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aegiphila 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: kallstroemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: oxypetalum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: camelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: digitaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.111111
Genus: ipomoea 	 NumberInCluster: 12 	 PercentageInCluster: 0.176471
Genus: catesbaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ayenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: polystachya 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: tetrapterys 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: scleria 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: abildgaardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: bambusa 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: guatteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: garcinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tabebuia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: malvastrum 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: leptocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: stylosanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: bauhinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: tragia 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: cymbopogon 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: justicia 	 NumberInCluster: 4 	 PercentageInCluster: 0.148148
Genus: calophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: adiantum 	 NumberInCluster: 8 	 PercentageInCluster: 0.285714
Genus: conocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: erythroxylum 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: coccoloba 	 NumberInCluster: 8 	 PercentageInCluster: 0.615385
Genus: dendropemon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: allosidastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melanthera 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: russelia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clusia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: bontia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: myrsine 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: blutaparon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bowlesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: heliotropium 	 NumberInCluster: 5 	 PercentageInCluster: 0.147059
Genus: stictocardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: neurodium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: forestiera 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: cupania 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: campyloneurum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: tetragastris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arthrostylidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: chrysobalanus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chaptalia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: ludwigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: eleutheranthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cinnamomum 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: pennisetum 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: oldenlandiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
