Cluster = 0
Genus: senna 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: pinus 	 NumberInCluster: 7 	 PercentageInCluster: 0.097222
Genus: callicarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: matelea 	 NumberInCluster: 2 	 PercentageInCluster: 0.071429
Genus: eryngium 	 NumberInCluster: 4 	 PercentageInCluster: 0.097561
Genus: marshallia 	 NumberInCluster: 8 	 PercentageInCluster: 0.615385
Genus: spergularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: torenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: taxodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: salicornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: nerium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phlox 	 NumberInCluster: 12 	 PercentageInCluster: 0.078947
Genus: agalinis 	 NumberInCluster: 13 	 PercentageInCluster: 0.309524
Genus: medicago 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Cluster = 8
Genus: senecio 	 NumberInCluster: 22 	 PercentageInCluster: 0.255814
Genus: boykinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: callisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: pseudostellaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pavonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: eriophyllum 	 NumberInCluster: 4 	 PercentageInCluster: 0.148148
Genus: vernonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: lithophragma 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: triteleia 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: dalea 	 NumberInCluster: 3 	 PercentageInCluster: 0.033708
Genus: argyrochosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: rorippa 	 NumberInCluster: 11 	 PercentageInCluster: 0.255814
Genus: lotus 	 NumberInCluster: 6 	 PercentageInCluster: 0.073171
Genus: geranium 	 NumberInCluster: 7 	 PercentageInCluster: 0.125000
Genus: hedysarum 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: sibbaldia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: elyleymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: peteria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: alhagi 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: symphoricarpos 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: verbena 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: antheropeas 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cucumis 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: elodea 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: aspidotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: piperia 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: melothria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: isoetes 	 NumberInCluster: 10 	 PercentageInCluster: 0.188679
Genus: orbexilum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: geum 	 NumberInCluster: 6 	 PercentageInCluster: 0.176471
Genus: hydrophyllum 	 NumberInCluster: 7 	 PercentageInCluster: 0.437500
Genus: androsace 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: bryonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: penstemon 	 NumberInCluster: 103 	 PercentageInCluster: 0.265464
Genus: lomatium 	 NumberInCluster: 49 	 PercentageInCluster: 0.433628
Genus: cleomella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: stenogonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: saxifraga 	 NumberInCluster: 30 	 PercentageInCluster: 0.267857
Genus: pulsatilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: herniaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: montia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: dicerandra 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: crypsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: conioselinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: downingia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: phacelia 	 NumberInCluster: 36 	 PercentageInCluster: 0.160000
Genus: schoenoplectus 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: spiranthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: zygophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scrophularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: sullivantia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: trillium 	 NumberInCluster: 4 	 PercentageInCluster: 0.083333
Genus: danthonia 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: gaultheria 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: smelowskia 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: edgeworthia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sphaeromeria 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: aletes 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: pimpinella 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: deutzia 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: gentianopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: sedum 	 NumberInCluster: 9 	 PercentageInCluster: 0.125000
Genus: cornus 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: kelloggia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: franklinia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calochortus 	 NumberInCluster: 14 	 PercentageInCluster: 0.179487
Genus: dasynotus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scutellaria 	 NumberInCluster: 5 	 PercentageInCluster: 0.065789
Genus: delphinium 	 NumberInCluster: 26 	 PercentageInCluster: 0.245283
Genus: quercus 	 NumberInCluster: 1 	 PercentageInCluster: 0.004348
Genus: alstroemeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: avena 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: ivesia 	 NumberInCluster: 3 	 PercentageInCluster: 0.069767
Genus: mentzelia 	 NumberInCluster: 16 	 PercentageInCluster: 0.181818
Genus: lagophylla 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: eriogonum 	 NumberInCluster: 84 	 PercentageInCluster: 0.192661
Genus: centaurium 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: cryptantha 	 NumberInCluster: 36 	 PercentageInCluster: 0.257143
Genus: hypericum 	 NumberInCluster: 6 	 PercentageInCluster: 0.089552
Genus: arctostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 0.008547
Genus: myosurus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: trisetum 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: paspalum 	 NumberInCluster: 1 	 PercentageInCluster: 0.015873
Genus: iliamna 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: gaura 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: machaeranthera 	 NumberInCluster: 11 	 PercentageInCluster: 0.224490
Genus: nanozostera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lloydia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: chimaphila 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: oxytheca 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: enemion 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: loeflingia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: stanleya 	 NumberInCluster: 8 	 PercentageInCluster: 0.666667
Genus: corylus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lathrocasis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: osmorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: populus 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: milium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: eucephalus 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: pectis 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: chaenactis 	 NumberInCluster: 7 	 PercentageInCluster: 0.269231
Genus: helictotrichon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: saussurea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: blechnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: cirsium 	 NumberInCluster: 15 	 PercentageInCluster: 0.135135
Genus: linanthus 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: apium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: orogenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agrostis 	 NumberInCluster: 6 	 PercentageInCluster: 0.181818
Genus: symphyotrichum 	 NumberInCluster: 22 	 PercentageInCluster: 0.149660
Genus: hymenocallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: taxus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: rainiera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gentianella 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: spiraea 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: chamaesyce 	 NumberInCluster: 2 	 PercentageInCluster: 0.016807
Genus: eragrostis 	 NumberInCluster: 4 	 PercentageInCluster: 0.058824
Genus: chamaechaenactis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: anemone 	 NumberInCluster: 7 	 PercentageInCluster: 0.145833
Genus: columbiadoria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: turgenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: paronychia 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: idahoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: xylorhiza 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: pseudognaphalium 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: cephalanthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nepeta 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: paxistima 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pteridium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: hymenoxys 	 NumberInCluster: 3 	 PercentageInCluster: 0.125000
Genus: frangula 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: grindelia 	 NumberInCluster: 9 	 PercentageInCluster: 0.163636
Genus: lindernia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: rhexia 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: tsuga 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: vaccinium 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: crassula 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: kelseya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pleiacanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gymnocarpium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: dicentra 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: bidens 	 NumberInCluster: 1 	 PercentageInCluster: 0.014085
Genus: brugmansia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mahonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: streptanthella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aletris 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: euclidium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: antennaria 	 NumberInCluster: 18 	 PercentageInCluster: 0.315789
Genus: juncus 	 NumberInCluster: 29 	 PercentageInCluster: 0.170588
Genus: vicia 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: puccinellia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: corallorhiza 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: liatris 	 NumberInCluster: 3 	 PercentageInCluster: 0.042254
Genus: lechea 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: tonella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: achnatherum 	 NumberInCluster: 16 	 PercentageInCluster: 0.390244
Genus: piptatherum 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: hieracium 	 NumberInCluster: 11 	 PercentageInCluster: 0.135802
Genus: primula 	 NumberInCluster: 4 	 PercentageInCluster: 0.137931
Genus: frasera 	 NumberInCluster: 7 	 PercentageInCluster: 0.368421
Genus: stenandrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: hartwrightia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sparganium 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: cordylanthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: muhlenbergia 	 NumberInCluster: 5 	 PercentageInCluster: 0.071429
Genus: palafoxia 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: swertia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scirpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: rupertia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: polypodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.210526
Genus: tiquilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: minuartia 	 NumberInCluster: 7 	 PercentageInCluster: 0.166667
Genus: picrothamnus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: salvia 	 NumberInCluster: 4 	 PercentageInCluster: 0.047059
Genus: waldsteinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: paeonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: oxalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.025641
Genus: cryptogramma 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: pediomelum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: cerastium 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: sanicula 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: corydalis 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: navarretia 	 NumberInCluster: 10 	 PercentageInCluster: 0.185185
Genus: anchusa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pteryxia 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: psoralidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: horkelia 	 NumberInCluster: 4 	 PercentageInCluster: 0.108108
Genus: nemophila 	 NumberInCluster: 5 	 PercentageInCluster: 0.250000
Genus: draba 	 NumberInCluster: 27 	 PercentageInCluster: 0.181208
Genus: stenanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: nama 	 NumberInCluster: 4 	 PercentageInCluster: 0.142857
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: helianthella 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: isatis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mertensia 	 NumberInCluster: 16 	 PercentageInCluster: 0.500000
Genus: conyza 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: conimitella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pyrola 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: deschampsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: harbouria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: vulpia 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: agoseris 	 NumberInCluster: 12 	 PercentageInCluster: 0.545455
Genus: glossopetalon 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: lilium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022727
Genus: sorbaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: campanula 	 NumberInCluster: 6 	 PercentageInCluster: 0.171429
Genus: centromadia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arenaria 	 NumberInCluster: 21 	 PercentageInCluster: 0.350000
Genus: cusickiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: leptosiphon 	 NumberInCluster: 5 	 PercentageInCluster: 0.121951
Genus: ribes 	 NumberInCluster: 25 	 PercentageInCluster: 0.260417
Genus: saponaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leymus 	 NumberInCluster: 9 	 PercentageInCluster: 0.391304
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lilaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crupina 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: sabatia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: festuca 	 NumberInCluster: 15 	 PercentageInCluster: 0.241935
Genus: astragalus 	 NumberInCluster: 140 	 PercentageInCluster: 0.227642
Genus: platyschkuhria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: eatonella 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lepidium 	 NumberInCluster: 12 	 PercentageInCluster: 0.126316
Genus: sorbus 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: euphorbia 	 NumberInCluster: 3 	 PercentageInCluster: 0.034091
Genus: echinops 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: elyhordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: pectocarya 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: equisetum 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: townsendia 	 NumberInCluster: 15 	 PercentageInCluster: 0.454545
Genus: actaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: prosartes 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: cuscuta 	 NumberInCluster: 6 	 PercentageInCluster: 0.080000
Genus: morella 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: calystegia 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: sisyrinchium 	 NumberInCluster: 8 	 PercentageInCluster: 0.177778
Genus: oreoxis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: tetraneuris 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: humulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: fritillaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: calamagrostis 	 NumberInCluster: 6 	 PercentageInCluster: 0.157895
Genus: spergularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: suksdorfia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: halimolobos 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: gratiola 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: lesquerella 	 NumberInCluster: 24 	 PercentageInCluster: 0.237624
Genus: ipomoea 	 NumberInCluster: 1 	 PercentageInCluster: 0.014706
Genus: pseudoroegneria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: leucopoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trientalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sphaerophysa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cheilanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: plagiobothrys 	 NumberInCluster: 3 	 PercentageInCluster: 0.042254
Genus: rhododendron 	 NumberInCluster: 3 	 PercentageInCluster: 0.075000
Genus: nierembergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: silene 	 NumberInCluster: 27 	 PercentageInCluster: 0.181208
Genus: bolandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: purshia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: pentagramma 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: cassiope 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: justicia 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: lewisia 	 NumberInCluster: 9 	 PercentageInCluster: 0.310345
Genus: alnus 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: adiantum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: glaucium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: adonis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sericocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: damasonium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caltha 	 NumberInCluster: 5 	 PercentageInCluster: 0.555556
Genus: cichorium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: pediocactus 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: sapindus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: glyceria 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: schoenocrambe 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: stylocline 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: hesperochiron 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: pseudelymus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arachis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: kalmia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: crepis 	 NumberInCluster: 21 	 PercentageInCluster: 0.411765
Genus: lipocarpha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: gagea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sesuvium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: ventenata 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: oxypolis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: petrophytum 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: hymenopappus 	 NumberInCluster: 5 	 PercentageInCluster: 0.172414
Genus: bromus 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: apera 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: anthemis 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: malacothrix 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: pennisetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: mitella 	 NumberInCluster: 6 	 PercentageInCluster: 0.400000
Genus: polygonum 	 NumberInCluster: 18 	 PercentageInCluster: 0.169811
Genus: corispermum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: lepyrodiclis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thelesperma 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: thalictrum 	 NumberInCluster: 7 	 PercentageInCluster: 0.233333
Genus: bupleurum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: adenocaulon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pycnanthemum 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: leucocrinum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ligusticum 	 NumberInCluster: 7 	 PercentageInCluster: 0.466667
Genus: malcolmia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: yermo 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rumex 	 NumberInCluster: 6 	 PercentageInCluster: 0.082192
Genus: achillea 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: solanum 	 NumberInCluster: 1 	 PercentageInCluster: 0.009259
Genus: mimosa 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: plectritis 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: arceuthobium 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: thysanocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: spartina 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: daphne 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cymopterus 	 NumberInCluster: 12 	 PercentageInCluster: 0.279070
Genus: elmera 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: cercocarpus 	 NumberInCluster: 5 	 PercentageInCluster: 0.384615
Genus: collomia 	 NumberInCluster: 9 	 PercentageInCluster: 0.562500
Genus: musineon 	 NumberInCluster: 5 	 PercentageInCluster: 0.833333
Genus: lygodesmia 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: oxytropis 	 NumberInCluster: 23 	 PercentageInCluster: 0.348485
Genus: baptisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.088235
Genus: halogeton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chionophila 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: taraxacum 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: polystichum 	 NumberInCluster: 5 	 PercentageInCluster: 0.166667
Genus: plantago 	 NumberInCluster: 1 	 PercentageInCluster: 0.021277
Genus: bassia 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: hulsea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: pedicularis 	 NumberInCluster: 25 	 PercentageInCluster: 0.357143
Genus: thinopyrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: eritrichium 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: ericameria 	 NumberInCluster: 18 	 PercentageInCluster: 0.236842
Genus: orobanche 	 NumberInCluster: 6 	 PercentageInCluster: 0.193548
Genus: sambucus 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: fragaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: menziesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: collinsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.058824
Genus: picea 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: polemonium 	 NumberInCluster: 11 	 PercentageInCluster: 0.297297
